"condition","correct","key_press","rt","trial_ids","subj_id"
1,"1",71,747,1,"03"
1,"1",71,605,3,"03"
1,"1",82,657,4,"03"
1,"1",71,620,6,"03"
1,"1",66,788,11,"03"
1,"1",66,599,12,"03"
0,"1",82,776,13,"03"
1,"1",66,1009,41,"03"
0,"1",82,858,45,"03"
1,"1",71,861,54,"03"
1,"1",66,949,70,"03"
1,"1",82,729,71,"03"
1,"1",71,623,72,"03"
1,"1",71,523,73,"03"
0,"1",82,794,74,"03"
0,"1",82,922,75,"03"
1,"1",82,615,79,"03"
1,"1",71,703,85,"03"
1,"1",71,695,86,"03"
0,"1",71,906,90,"03"
0,"0",66,1388,1,"23"
0,"0",71,746,3,"23"
1,"0",82,954,4,"23"
1,"1",66,1318,6,"23"
0,"1",66,815,11,"23"
1,"1",71,569,12,"23"
1,"1",82,461,13,"23"
0,"1",66,967,41,"23"
0,"1",66,703,45,"23"
0,"1",82,502,54,"23"
1,"1",71,459,70,"23"
0,"1",66,855,71,"23"
0,"1",82,846,72,"23"
0,"1",71,560,73,"23"
0,"0",66,1216,74,"23"
0,"1",82,900,75,"23"
1,"1",66,794,79,"23"
1,"1",71,795,85,"23"
0,"1",66,725,86,"23"
1,"1",82,1006,90,"23"
1,"1",66,353,1,"64"
1,"1",82,382,3,"64"
0,"1",71,393,4,"64"
0,"1",71,749,6,"64"
1,"1",66,441,11,"64"
1,"1",71,428,12,"64"
0,"1",82,612,13,"64"
1,"1",82,496,41,"64"
1,"1",82,827,45,"64"
0,"1",71,599,54,"64"
0,"1",66,695,70,"64"
0,"1",66,898,71,"64"
0,"1",71,717,72,"64"
1,"1",71,672,73,"64"
0,"1",66,587,74,"64"
1,"1",82,512,75,"64"
1,"1",82,627,79,"64"
0,"1",82,423,85,"64"
0,"0",66,498,86,"64"
0,"1",71,351,90,"64"
1,"1",66,761,1,"91"
0,"1",71,993,3,"91"
0,"1",82,1140,4,"91"
1,"1",71,549,6,"91"
0,"1",82,607,11,"91"
1,"1",71,919,12,"91"
0,"0",66,494,13,"91"
1,"1",82,651,41,"91"
0,"1",71,814,45,"91"
0,"1",71,789,54,"91"
0,"1",82,1074,70,"91"
1,"1",66,486,71,"91"
0,"1",66,742,72,"91"
0,"1",82,830,73,"91"
0,"1",71,671,74,"91"
1,"1",71,1016,75,"91"
1,"1",66,475,79,"91"
0,"1",66,411,85,"91"
1,"1",71,611,86,"91"
1,"1",66,529,90,"91"
0,"1",82,1194,1,"02"
1,"1",82,717,3,"02"
0,"1",66,727,4,"02"
1,"1",71,807,6,"02"
0,"1",71,1216,11,"02"
1,"1",71,653,12,"02"
1,"1",71,574,13,"02"
0,"1",71,1054,41,"02"
0,"1",71,639,45,"02"
1,"1",82,677,54,"02"
0,"1",82,1060,70,"02"
0,"1",82,641,71,"02"
0,"1",82,778,72,"02"
1,"1",82,512,73,"02"
1,"1",66,625,74,"02"
1,"1",66,583,75,"02"
0,"1",82,1021,79,"02"
0,"1",71,1051,85,"02"
1,"0",71,815,86,"02"
1,"1",71,1163,90,"02"
