"condition","correct","key_press","rt","trial_ids","subj_id"
0,"1",71,505,7,"23"
0,"1",71,803,12,"23"
1,"1",66,573,13,"23"
0,"1",71,550,17,"23"
0,"1",71,531,18,"23"
1,"1",66,464,22,"23"
1,"1",66,690,23,"23"
1,"1",66,581,35,"23"
1,"1",66,527,41,"23"
0,"1",82,509,47,"23"
0,"1",66,668,50,"23"
1,"1",71,652,63,"23"
1,"1",82,566,70,"23"
1,"1",71,538,77,"23"
0,"1",82,615,82,"23"
1,"1",71,691,86,"23"
1,"1",66,634,87,"23"
0,"1",82,846,89,"23"
0,"1",82,662,92,"23"
1,"1",82,650,94,"23"
1,"1",82,631,7,"29"
1,"1",71,702,12,"29"
1,"1",82,513,13,"29"
0,"1",71,1184,17,"29"
1,"1",71,616,18,"29"
1,"1",82,672,22,"29"
1,"1",71,769,23,"29"
0,"0",71,509,35,"29"
0,"1",71,501,41,"29"
1,"1",71,701,47,"29"
0,"1",82,524,50,"29"
0,"0",71,747,63,"29"
1,"1",71,671,70,"29"
1,"1",66,581,77,"29"
0,"0",71,763,82,"29"
1,"1",66,687,86,"29"
1,"1",82,566,87,"29"
0,"1",66,844,89,"29"
1,"1",71,631,92,"29"
1,"1",66,806,94,"29"
1,"1",71,372,7,"36"
0,"1",82,581,12,"36"
0,"1",71,665,13,"36"
0,"1",66,697,17,"36"
1,"1",71,454,18,"36"
1,"1",71,644,22,"36"
1,"1",71,362,23,"36"
0,"1",71,394,35,"36"
0,"1",66,860,41,"36"
1,"1",82,605,47,"36"
0,"1",82,525,50,"36"
1,"1",82,517,63,"36"
0,"1",82,396,70,"36"
1,"1",71,368,77,"36"
0,"1",82,929,82,"36"
1,"1",82,431,86,"36"
0,"1",82,397,87,"36"
0,"1",66,449,89,"36"
1,"1",82,1089,92,"36"
1,"1",71,740,94,"36"
1,"1",71,574,7,"05"
1,"1",71,545,12,"05"
1,"1",71,620,13,"05"
0,"1",71,869,17,"05"
1,"1",66,660,18,"05"
0,"1",66,920,22,"05"
1,"1",66,609,23,"05"
1,"1",66,550,35,"05"
0,"1",82,567,41,"05"
0,"1",82,631,47,"05"
0,"1",66,597,50,"05"
0,"1",71,976,63,"05"
0,"1",71,353,70,"05"
1,"1",66,786,77,"05"
0,"1",82,779,82,"05"
0,"1",66,723,86,"05"
0,"1",82,659,87,"05"
0,"1",71,804,89,"05"
1,"1",66,728,92,"05"
1,"1",82,470,94,"05"
1,"1",82,557,7,"92"
1,"1",66,667,12,"92"
0,"1",82,834,13,"92"
0,"1",82,1016,17,"92"
1,"1",71,828,18,"92"
0,"1",66,903,22,"92"
1,"1",82,556,23,"92"
0,"1",82,441,35,"92"
1,"1",82,968,41,"92"
1,"1",71,606,47,"92"
1,"1",66,643,50,"92"
0,"1",71,858,63,"92"
0,"1",71,1307,70,"92"
0,"1",66,619,77,"92"
0,"1",66,571,82,"92"
1,"1",71,725,86,"92"
1,"1",66,604,87,"92"
0,"1",66,603,89,"92"
1,"1",71,704,92,"92"
1,"1",71,781,94,"92"
