"condition","correct","key_press","rt","trial_ids","subj_id"
1,"1",82,428,3,"22"
0,"1",82,741,4,"22"
0,"1",82,676,8,"22"
0,"1",71,652,11,"22"
1,"1",82,498,12,"22"
0,"1",66,840,13,"22"
1,"1",71,465,21,"22"
0,"1",71,759,23,"22"
0,"1",82,767,28,"22"
1,"1",66,616,30,"22"
0,"1",66,731,32,"22"
0,"1",82,691,35,"22"
0,"1",82,955,37,"22"
0,"1",66,599,45,"22"
0,"1",66,827,56,"22"
0,"1",82,900,61,"22"
1,"1",66,1076,63,"22"
1,"1",66,628,67,"22"
0,"1",71,843,69,"22"
1,"1",71,638,75,"22"
0,"1",82,514,3,"02"
0,"1",82,783,4,"02"
1,"1",82,530,8,"02"
1,"1",82,471,11,"02"
1,"1",71,896,12,"02"
0,"0",66,672,13,"02"
0,"1",71,671,21,"02"
0,"1",71,690,23,"02"
0,"1",71,781,28,"02"
0,"1",71,519,30,"02"
0,"1",82,703,32,"02"
0,"1",71,595,35,"02"
0,"1",71,640,37,"02"
1,"1",71,516,45,"02"
0,"0",82,693,56,"02"
0,"1",82,1375,61,"02"
0,"1",66,1384,63,"02"
1,"1",71,1333,67,"02"
1,"1",66,746,69,"02"
1,"1",71,573,75,"02"
1,"1",66,1104,3,"53"
1,"1",66,1022,4,"53"
1,"1",71,1105,8,"53"
0,"1",82,1139,11,"53"
0,"1",66,1015,12,"53"
0,"1",71,1088,13,"53"
1,"1",66,1007,21,"53"
0,"1",66,939,23,"53"
1,"1",66,977,28,"53"
0,"1",71,1094,30,"53"
1,"1",71,1138,32,"53"
1,"1",71,969,35,"53"
1,"1",66,1075,37,"53"
1,"1",71,981,45,"53"
0,"1",66,1080,56,"53"
0,"1",71,1110,61,"53"
0,"1",66,1058,63,"53"
0,"1",71,1153,67,"53"
1,"1",71,1006,69,"53"
1,"1",66,1129,75,"53"
1,"1",66,533,3,"38"
1,"1",82,512,4,"38"
1,"1",82,539,8,"38"
0,"1",71,689,11,"38"
1,"1",82,524,12,"38"
1,"1",82,438,13,"38"
1,"1",66,612,21,"38"
0,"1",82,922,23,"38"
0,"1",71,464,28,"38"
0,"1",82,581,30,"38"
1,"1",82,595,32,"38"
1,"1",71,589,35,"38"
0,"1",66,843,37,"38"
1,"1",71,536,45,"38"
0,"1",66,870,56,"38"
0,"1",71,651,61,"38"
0,"1",66,770,63,"38"
1,"1",71,541,67,"38"
0,"1",82,589,69,"38"
0,"1",66,918,75,"38"
1,"1",66,501,3,"44"
1,"1",66,843,4,"44"
1,"1",71,848,8,"44"
1,"1",82,676,11,"44"
1,"1",66,650,12,"44"
0,"1",71,879,13,"44"
0,"1",82,783,21,"44"
0,"1",82,1067,23,"44"
0,"1",66,502,28,"44"
1,"1",71,1057,30,"44"
1,"1",71,844,32,"44"
1,"1",82,718,35,"44"
1,"1",66,924,37,"44"
1,"1",71,1142,45,"44"
0,"1",82,1271,56,"44"
1,"1",66,849,61,"44"
0,"1",82,793,63,"44"
0,"1",66,752,67,"44"
1,"1",66,1035,69,"44"
0,"1",66,820,75,"44"
