"condition","correct","key_press","rt","trial_ids","subj_id"
0,"1",66,1049,1,"23"
1,"1",82,445,6,"23"
1,"1",71,548,13,"23"
0,"1",71,615,17,"23"
1,"1",71,516,22,"23"
1,"1",71,680,26,"23"
0,"1",66,920,29,"23"
0,"1",71,1276,37,"23"
0,"1",82,685,38,"23"
1,"1",66,446,40,"23"
0,"1",71,348,43,"23"
1,"1",71,507,45,"23"
1,"1",71,550,54,"23"
0,"1",66,854,57,"23"
1,"1",82,492,63,"23"
0,"0",82,654,72,"23"
0,"1",82,554,74,"23"
0,"1",66,543,76,"23"
0,"1",82,865,91,"23"
1,"1",82,566,96,"23"
0,"1",82,1047,1,"63"
1,"1",66,1382,6,"63"
0,"1",82,1261,13,"63"
0,"1",71,1379,17,"63"
1,"0",71,1320,22,"63"
1,"1",66,1246,26,"63"
0,"0",71,1474,29,"63"
0,"1",66,1281,37,"63"
1,"1",71,1316,38,"63"
1,"1",71,1174,40,"63"
1,"1",66,1214,43,"63"
0,"1",66,1410,45,"63"
1,"1",66,1186,54,"63"
1,"1",66,1167,57,"63"
1,"1",82,1262,63,"63"
1,"1",82,742,72,"63"
1,"1",71,1003,74,"63"
1,"1",66,929,76,"63"
0,"1",71,840,1,"43"
1,"1",82,586,6,"43"
1,"1",82,502,13,"43"
1,"1",82,629,17,"43"
1,"1",66,565,22,"43"
1,"1",82,538,26,"43"
1,"1",71,433,29,"43"
1,"1",82,410,37,"43"
0,"1",71,766,38,"43"
0,"1",71,903,40,"43"
0,"1",66,391,43,"43"
0,"0",82,552,45,"43"
0,"1",66,1159,54,"43"
1,"1",71,643,57,"43"
1,"1",82,1052,63,"43"
1,"1",82,469,72,"43"
0,"1",66,696,74,"43"
1,"1",66,685,76,"43"
0,"1",66,980,91,"43"
1,"1",66,663,1,"51"
0,"1",66,1206,6,"51"
0,"1",71,812,13,"51"
0,"0",71,674,17,"51"
1,"1",71,702,22,"51"
1,"1",66,1318,26,"51"
1,"0",66,670,29,"51"
1,"1",71,473,37,"51"
0,"1",66,999,38,"51"
0,"1",82,981,40,"51"
0,"1",71,1151,43,"51"
0,"1",82,768,45,"51"
0,"1",71,699,54,"51"
1,"0",71,463,57,"51"
1,"1",66,560,63,"51"
1,"1",66,706,72,"51"
1,"1",71,1156,74,"51"
0,"1",66,909,76,"51"
0,"0",71,820,91,"51"
0,"1",66,826,1,"56"
1,"1",82,748,6,"56"
1,"1",82,1095,13,"56"
0,"1",82,993,17,"56"
1,"1",71,889,22,"56"
1,"1",66,612,26,"56"
1,"1",71,614,29,"56"
0,"1",71,1042,37,"56"
0,"1",71,667,38,"56"
0,"1",82,756,40,"56"
0,"1",66,898,43,"56"
0,"1",71,729,45,"56"
1,"1",66,673,54,"56"
1,"1",66,691,57,"56"
1,"1",66,800,63,"56"
1,"1",71,702,72,"56"
0,"1",66,760,74,"56"
0,"1",66,1000,76,"56"
0,"1",66,755,91,"56"
