"condition","correct","key_press","rt","trial_ids","subj_id"
1,"1",66,610,1,"29"
0,"1",66,693,2,"29"
0,"1",82,740,6,"29"
1,"1",66,403,14,"29"
0,"1",71,921,20,"29"
1,"1",82,672,22,"29"
0,"1",66,759,30,"29"
1,"1",71,648,40,"29"
1,"1",71,701,47,"29"
0,"0",71,984,48,"29"
0,"1",82,664,49,"29"
1,"1",71,648,51,"29"
1,"1",71,676,57,"29"
0,"0",66,1093,62,"29"
0,"1",82,813,67,"29"
1,"1",66,581,77,"29"
0,"1",66,1051,84,"29"
0,"1",71,694,90,"29"
0,"1",71,781,91,"29"
0,"1",82,934,93,"29"
1,"1",66,790,1,"33"
1,"1",71,514,2,"33"
0,"1",82,558,6,"33"
0,"1",82,790,14,"33"
0,"1",71,439,20,"33"
1,"1",82,613,22,"33"
0,"1",82,561,30,"33"
1,"1",82,607,40,"33"
0,"1",71,652,47,"33"
1,"1",82,679,48,"33"
1,"1",82,530,49,"33"
1,"1",71,490,51,"33"
0,"1",82,653,57,"33"
0,"1",82,534,62,"33"
1,"1",82,623,67,"33"
1,"1",82,727,77,"33"
1,"1",71,485,84,"33"
0,"1",66,618,90,"33"
1,"1",71,693,91,"33"
0,"1",66,820,93,"33"
1,"1",66,888,1,"86"
0,"1",82,865,2,"86"
0,"1",82,1140,6,"86"
0,"1",82,925,14,"86"
0,"0",82,863,20,"86"
0,"1",66,771,22,"86"
0,"1",82,928,30,"86"
1,"1",71,641,40,"86"
1,"1",71,683,47,"86"
1,"1",66,660,48,"86"
1,"1",66,526,49,"86"
1,"1",71,705,51,"86"
0,"1",82,914,57,"86"
1,"1",82,602,62,"86"
1,"1",71,867,67,"86"
1,"1",82,819,77,"86"
0,"1",66,723,84,"86"
1,"1",66,638,90,"86"
1,"1",66,864,91,"86"
0,"1",71,986,93,"86"
1,"1",71,547,1,"69"
1,"1",71,540,2,"69"
0,"1",82,525,6,"69"
0,"1",66,1081,14,"69"
1,"1",66,645,20,"69"
1,"0",66,1124,22,"69"
0,"0",82,1125,30,"69"
1,"1",66,953,40,"69"
1,"1",66,650,47,"69"
1,"1",66,714,48,"69"
0,"1",66,1433,49,"69"
0,"1",71,1107,51,"69"
0,"1",82,949,57,"69"
1,"1",71,778,62,"69"
1,"1",82,747,67,"69"
0,"1",82,917,77,"69"
1,"1",82,609,84,"69"
0,"1",82,811,90,"69"
0,"1",71,945,91,"69"
1,"1",66,799,93,"69"
0,"1",71,688,1,"95"
0,"1",82,469,2,"95"
1,"1",82,370,6,"95"
0,"1",71,401,14,"95"
1,"1",66,543,20,"95"
0,"1",82,463,22,"95"
1,"1",71,472,30,"95"
0,"1",66,764,40,"95"
0,"1",71,899,47,"95"
1,"1",82,562,48,"95"
1,"1",66,546,49,"95"
1,"1",82,362,51,"95"
0,"1",66,942,57,"95"
1,"1",66,453,62,"95"
0,"1",71,881,67,"95"
0,"1",71,651,77,"95"
0,"1",82,648,84,"95"
1,"1",71,759,90,"95"
1,"1",82,521,91,"95"
1,"1",82,743,93,"95"
