"condition","correct","key_press","rt","trial_ids","subj_id"
1,"1",71,725,2,"48"
1,"1",71,616,4,"48"
0,"1",82,391,6,"48"
0,"1",71,736,11,"48"
1,"1",71,453,16,"48"
1,"1",66,476,24,"48"
0,"1",66,429,27,"48"
0,"1",66,460,29,"48"
0,"1",82,545,31,"48"
1,"1",66,678,32,"48"
1,"1",71,699,38,"48"
0,"1",71,691,45,"48"
0,"1",66,644,54,"48"
0,"1",66,465,58,"48"
1,"1",66,849,70,"48"
1,"1",66,531,79,"48"
1,"1",82,463,81,"48"
0,"1",71,960,84,"48"
0,"1",66,628,85,"48"
0,"1",71,724,86,"48"
0,"1",66,821,2,"64"
0,"1",66,729,4,"64"
1,"1",71,549,6,"64"
0,"1",82,770,11,"64"
0,"1",71,729,16,"64"
0,"1",82,650,24,"64"
0,"1",66,1051,27,"64"
1,"1",82,479,29,"64"
0,"1",66,980,31,"64"
1,"1",82,630,32,"64"
1,"1",66,649,38,"64"
0,"1",71,769,45,"64"
1,"1",66,520,54,"64"
0,"1",71,771,58,"64"
0,"1",71,589,70,"64"
0,"1",71,690,79,"64"
0,"1",71,980,81,"64"
0,"1",82,731,84,"64"
1,"1",71,510,85,"64"
0,"0",82,900,86,"64"
1,"1",66,571,2,"58"
0,"1",82,663,4,"58"
1,"1",66,481,6,"58"
1,"1",66,535,11,"58"
0,"1",82,651,16,"58"
1,"1",66,770,24,"58"
0,"1",71,814,27,"58"
1,"1",66,682,29,"58"
1,"1",82,870,31,"58"
1,"1",71,955,32,"58"
0,"1",66,887,38,"58"
0,"0",66,808,45,"58"
1,"1",66,1054,54,"58"
0,"1",82,1011,58,"58"
0,"1",71,942,70,"58"
0,"1",82,566,79,"58"
0,"1",82,721,81,"58"
0,"1",66,917,84,"58"
1,"1",66,567,85,"58"
0,"1",71,1062,86,"58"
0,"1",82,711,2,"61"
0,"1",71,1178,4,"61"
0,"1",71,519,6,"61"
1,"1",66,458,11,"61"
0,"1",66,1151,16,"61"
1,"1",82,534,24,"61"
0,"1",66,863,27,"61"
1,"1",71,834,29,"61"
0,"1",66,991,31,"61"
0,"1",82,1162,32,"61"
0,"1",82,805,38,"61"
1,"1",66,622,45,"61"
1,"1",82,656,54,"61"
0,"1",71,923,58,"61"
1,"1",82,717,70,"61"
0,"1",66,1250,79,"61"
1,"1",66,1296,81,"61"
1,"1",66,608,84,"61"
1,"0",66,586,85,"61"
1,"0",71,861,86,"61"
1,"1",66,840,2,"49"
1,"1",71,790,4,"49"
1,"1",82,804,6,"49"
0,"0",66,806,11,"49"
0,"1",66,804,16,"49"
1,"1",66,831,24,"49"
1,"1",66,700,27,"49"
0,"1",66,1188,29,"49"
0,"1",82,618,31,"49"
1,"1",66,816,32,"49"
1,"1",66,846,38,"49"
0,"1",71,1044,45,"49"
1,"1",66,652,54,"49"
1,"1",66,569,58,"49"
0,"1",66,807,70,"49"
0,"1",82,929,79,"49"
0,"1",66,870,81,"49"
1,"1",71,718,84,"49"
0,"1",71,650,85,"49"
0,"1",82,812,86,"49"
