"condition","correct","key_press","rt","trial_ids","subj_id"
1,"1",82,644,10,"79"
1,"1",71,666,17,"79"
1,"1",66,787,19,"79"
1,"1",66,1093,32,"79"
0,"1",71,948,33,"79"
1,"1",82,785,36,"79"
1,"1",66,599,39,"79"
0,"1",82,838,40,"79"
1,"1",71,871,47,"79"
0,"1",82,1092,50,"79"
1,"1",71,696,51,"79"
0,"1",66,1041,52,"79"
1,"1",82,780,69,"79"
0,"0",66,698,70,"79"
0,"1",82,946,76,"79"
0,"1",82,790,84,"79"
1,"1",82,703,85,"79"
0,"0",71,924,91,"79"
1,"1",66,573,94,"79"
0,"1",66,722,10,"67"
0,"1",66,875,17,"67"
0,"1",82,857,19,"67"
0,"1",66,882,32,"67"
0,"1",82,754,33,"67"
0,"1",71,902,36,"67"
0,"1",66,445,39,"67"
1,"1",82,442,40,"67"
1,"1",66,579,47,"67"
1,"1",71,788,50,"67"
1,"1",82,648,51,"67"
1,"1",66,548,52,"67"
1,"1",82,597,69,"67"
1,"1",82,569,70,"67"
1,"1",82,702,76,"67"
0,"1",82,944,84,"67"
1,"1",66,584,85,"67"
0,"1",82,567,91,"67"
1,"1",66,626,94,"67"
1,"1",82,530,10,"06"
0,"1",82,829,17,"06"
1,"1",82,428,19,"06"
0,"1",71,513,32,"06"
1,"1",82,504,33,"06"
0,"1",82,425,36,"06"
0,"1",71,763,39,"06"
0,"0",66,484,40,"06"
1,"1",82,579,47,"06"
0,"1",82,718,50,"06"
1,"1",71,578,51,"06"
1,"1",71,404,52,"06"
1,"1",71,578,69,"06"
0,"1",66,523,70,"06"
1,"1",71,548,76,"06"
0,"0",66,497,84,"06"
0,"1",66,717,85,"06"
1,"1",71,514,91,"06"
1,"1",82,502,94,"06"
0,"1",82,956,10,"89"
1,"1",66,1192,17,"89"
0,"1",66,788,19,"89"
1,"1",71,849,32,"89"
0,"1",66,740,33,"89"
0,"1",82,524,36,"89"
1,"1",71,493,39,"89"
0,"1",71,479,40,"89"
1,"1",66,523,47,"89"
0,"0",66,868,50,"89"
1,"1",71,590,51,"89"
0,"1",71,625,52,"89"
1,"1",71,528,69,"89"
1,"1",82,562,70,"89"
0,"1",71,621,76,"89"
1,"0",71,547,84,"89"
1,"1",66,727,85,"89"
0,"1",71,634,10,"97"
1,"1",66,645,17,"97"
1,"1",66,619,19,"97"
1,"1",71,641,32,"97"
0,"1",66,967,33,"97"
1,"1",71,580,36,"97"
0,"1",82,926,39,"97"
1,"1",82,644,40,"97"
1,"1",82,754,47,"97"
1,"1",66,642,50,"97"
0,"1",82,716,51,"97"
1,"1",82,631,52,"97"
0,"1",71,696,69,"97"
0,"1",66,823,70,"97"
0,"1",71,854,76,"97"
1,"1",71,557,84,"97"
0,"1",66,702,85,"97"
1,"1",71,582,91,"97"
0,"1",71,601,94,"97"
1,"1",66,620,96,"97"
