"condition","correct","key_press","rt","trial_ids","subj_id"
0,"1",71,767,4,"69"
0,"1",66,532,9,"69"
1,"1",82,549,15,"69"
0,"1",66,489,18,"69"
0,"1",71,934,19,"69"
1,"1",82,838,24,"69"
1,"1",82,870,26,"69"
1,"1",66,671,35,"69"
1,"1",71,543,44,"69"
1,"1",82,720,47,"69"
0,"1",71,695,50,"69"
1,"1",82,593,53,"69"
1,"1",66,501,57,"69"
1,"1",66,520,58,"69"
0,"1",82,832,65,"69"
0,"1",66,493,80,"69"
1,"1",71,707,81,"69"
1,"1",71,569,82,"69"
0,"1",82,795,90,"69"
0,"1",82,708,92,"69"
0,"1",66,775,4,"96"
1,"1",71,589,9,"96"
1,"1",82,650,15,"96"
0,"1",66,671,18,"96"
0,"1",66,756,19,"96"
1,"1",71,664,24,"96"
0,"1",71,709,26,"96"
1,"1",66,859,35,"96"
1,"1",66,737,44,"96"
1,"1",82,641,47,"96"
0,"1",82,936,50,"96"
0,"1",66,708,53,"96"
1,"1",82,725,57,"96"
1,"0",71,979,58,"96"
1,"1",66,970,65,"96"
0,"1",71,599,80,"96"
1,"1",66,804,81,"96"
1,"1",66,696,82,"96"
0,"1",66,918,90,"96"
0,"1",66,527,92,"96"
0,"1",71,844,4,"97"
0,"1",82,662,9,"97"
0,"1",82,794,15,"97"
0,"1",71,832,18,"97"
1,"1",71,1253,19,"97"
1,"1",66,778,24,"97"
1,"0",82,900,26,"97"
0,"1",71,834,35,"97"
0,"0",82,700,44,"97"
0,"1",82,954,47,"97"
1,"1",82,695,50,"97"
1,"1",71,931,53,"97"
1,"1",66,988,57,"97"
0,"1",66,1062,58,"97"
1,"1",82,1016,65,"97"
0,"1",66,712,80,"97"
0,"1",82,850,81,"97"
0,"1",66,941,82,"97"
1,"1",82,939,90,"97"
1,"1",66,735,92,"97"
0,"1",66,551,4,"02"
0,"1",66,988,9,"02"
1,"1",66,573,15,"02"
0,"1",66,689,18,"02"
0,"1",71,841,19,"02"
1,"1",82,430,24,"02"
1,"1",66,606,26,"02"
0,"1",66,476,35,"02"
0,"1",71,742,44,"02"
0,"1",82,777,47,"02"
1,"1",66,567,50,"02"
0,"1",71,634,53,"02"
1,"1",66,514,57,"02"
1,"1",66,385,58,"02"
1,"1",71,612,65,"02"
1,"1",66,723,80,"02"
1,"1",71,662,81,"02"
1,"1",82,633,82,"02"
0,"1",66,713,90,"02"
1,"1",71,495,92,"02"
1,"1",82,633,4,"59"
0,"1",71,934,9,"59"
0,"1",82,440,15,"59"
0,"1",71,905,18,"59"
1,"1",82,949,19,"59"
0,"1",71,948,24,"59"
1,"1",82,626,26,"59"
0,"1",82,749,35,"59"
0,"1",66,628,44,"59"
0,"1",71,804,47,"59"
1,"1",66,572,50,"59"
1,"1",82,396,53,"59"
1,"1",66,540,57,"59"
0,"1",71,865,58,"59"
0,"1",66,690,65,"59"
0,"1",82,662,80,"59"
1,"1",82,453,81,"59"
1,"1",71,679,82,"59"
0,"0",82,723,90,"59"
1,"1",71,490,92,"59"
