"condition","correct","key_press","rt","trial_ids","subj_id"
1,"1",82,686,2,"33"
0,"0",82,765,3,"33"
0,"1",71,874,9,"33"
0,"1",71,1211,10,"33"
1,"1",66,619,13,"33"
0,"1",82,971,17,"33"
1,"1",71,737,18,"33"
0,"1",66,1055,19,"33"
0,"1",71,998,23,"33"
0,"1",66,1017,27,"33"
0,"1",71,1250,31,"33"
0,"1",71,932,33,"33"
1,"1",82,817,34,"33"
0,"1",71,1027,45,"33"
1,"1",66,522,56,"33"
1,"1",66,498,57,"33"
1,"1",82,608,65,"33"
0,"1",82,812,70,"33"
1,"1",82,520,71,"33"
1,"1",71,867,83,"33"
0,"1",71,832,2,"34"
1,"1",71,597,3,"34"
0,"1",71,1271,9,"34"
1,"1",66,1036,10,"34"
0,"1",82,927,13,"34"
1,"1",82,806,17,"34"
0,"1",71,812,18,"34"
0,"1",66,850,19,"34"
1,"1",66,1033,23,"34"
1,"1",66,675,27,"34"
1,"1",66,730,31,"34"
0,"1",82,1078,33,"34"
1,"1",66,941,34,"34"
1,"1",66,875,45,"34"
0,"1",71,887,56,"34"
1,"1",82,797,57,"34"
1,"1",82,861,65,"34"
1,"1",71,907,70,"34"
0,"1",82,1264,71,"34"
1,"1",66,962,83,"34"
1,"1",82,613,2,"70"
0,"1",66,799,3,"70"
0,"1",71,1019,9,"70"
0,"1",66,890,10,"70"
0,"1",82,772,13,"70"
0,"1",66,742,17,"70"
0,"1",71,792,18,"70"
0,"1",66,903,19,"70"
0,"1",71,723,23,"70"
1,"1",71,717,27,"70"
1,"1",66,737,31,"70"
1,"1",71,503,33,"70"
1,"1",66,643,34,"70"
1,"1",82,434,45,"70"
1,"1",82,531,56,"70"
1,"1",66,614,57,"70"
0,"1",71,733,65,"70"
1,"1",71,530,70,"70"
1,"1",82,434,71,"70"
1,"1",66,501,83,"70"
0,"1",71,1173,2,"71"
1,"1",71,775,3,"71"
0,"1",71,1276,9,"71"
1,"1",82,656,10,"71"
0,"1",66,1241,13,"71"
0,"1",71,959,17,"71"
1,"1",82,633,18,"71"
1,"1",71,788,19,"71"
1,"1",71,787,23,"71"
0,"0",66,1300,27,"71"
1,"1",71,816,31,"71"
1,"1",82,760,33,"71"
1,"1",82,623,34,"71"
0,"1",71,984,45,"71"
0,"1",71,1145,56,"71"
1,"1",82,692,57,"71"
1,"1",66,1069,65,"71"
0,"1",82,949,70,"71"
0,"1",71,1106,71,"71"
1,"1",71,789,83,"71"
1,"1",66,577,2,"97"
1,"1",71,578,3,"97"
1,"1",82,472,9,"97"
0,"1",66,667,10,"97"
1,"1",71,622,13,"97"
1,"1",71,559,17,"97"
0,"1",82,654,18,"97"
0,"1",71,960,19,"97"
1,"1",82,561,23,"97"
1,"1",66,568,27,"97"
1,"1",66,570,31,"97"
1,"1",82,541,33,"97"
0,"1",71,399,34,"97"
1,"1",71,382,45,"97"
0,"1",71,679,56,"97"
0,"1",66,1180,57,"97"
1,"1",66,741,65,"97"
0,"1",66,848,70,"97"
0,"1",66,577,71,"97"
1,"1",82,545,83,"97"
