"condition","correct","key_press","rt","trial_ids","subj_id"
0,"1",82,662,8,"03"
0,"1",71,1396,11,"03"
1,"1",71,854,15,"03"
0,"1",71,598,16,"03"
0,"1",71,645,21,"03"
0,"1",71,570,29,"03"
1,"1",66,470,30,"03"
1,"1",71,645,35,"03"
0,"1",66,525,38,"03"
0,"1",66,494,51,"03"
1,"1",71,553,57,"03"
0,"1",66,704,60,"03"
0,"1",71,689,62,"03"
1,"1",82,497,66,"03"
1,"1",66,487,69,"03"
1,"1",66,360,71,"03"
1,"1",71,566,79,"03"
0,"1",66,600,83,"03"
1,"1",82,997,94,"03"
1,"1",82,566,95,"03"
0,"1",66,1176,8,"12"
1,"1",66,1023,11,"12"
1,"1",66,674,15,"12"
0,"1",71,797,16,"12"
0,"1",66,763,21,"12"
1,"1",71,819,29,"12"
0,"1",82,830,30,"12"
0,"1",82,804,35,"12"
0,"1",66,900,38,"12"
1,"1",71,691,51,"12"
1,"1",71,884,57,"12"
1,"1",66,573,60,"12"
0,"1",71,1045,62,"12"
1,"1",71,665,66,"12"
0,"1",71,1154,69,"12"
0,"1",82,927,71,"12"
1,"1",82,554,79,"12"
0,"1",71,781,83,"12"
1,"1",71,941,8,"51"
0,"1",71,573,11,"51"
0,"1",71,1049,15,"51"
1,"1",82,655,16,"51"
1,"1",82,538,21,"51"
0,"1",82,454,29,"51"
0,"1",82,605,30,"51"
0,"1",71,581,35,"51"
1,"1",82,493,38,"51"
0,"1",71,769,51,"51"
0,"1",82,710,57,"51"
1,"1",71,667,60,"51"
0,"1",82,541,62,"51"
1,"1",71,675,66,"51"
0,"1",71,820,69,"51"
0,"1",66,648,71,"51"
1,"1",71,577,79,"51"
0,"1",66,726,83,"51"
1,"1",82,449,94,"51"
0,"1",71,785,95,"51"
1,"1",71,719,8,"02"
0,"1",71,1216,11,"02"
0,"1",66,517,15,"02"
0,"1",66,788,16,"02"
1,"0",71,851,21,"02"
0,"1",66,809,29,"02"
0,"0",71,762,30,"02"
1,"1",82,774,35,"02"
0,"1",82,521,38,"02"
1,"1",71,755,51,"02"
1,"1",71,936,57,"02"
1,"1",71,747,60,"02"
1,"1",71,789,62,"02"
0,"0",82,1004,66,"02"
1,"1",71,792,69,"02"
0,"1",82,641,71,"02"
0,"1",82,1021,79,"02"
1,"1",66,731,83,"02"
0,"1",71,948,94,"02"
1,"1",82,801,95,"02"
1,"1",82,632,8,"25"
1,"1",82,616,11,"25"
0,"1",82,644,15,"25"
0,"1",71,767,16,"25"
0,"1",71,583,21,"25"
1,"1",66,583,29,"25"
1,"1",66,551,30,"25"
1,"1",71,713,35,"25"
1,"1",66,603,38,"25"
1,"1",66,554,51,"25"
0,"1",66,681,57,"25"
1,"1",82,917,60,"25"
0,"1",66,644,62,"25"
0,"1",66,601,66,"25"
1,"1",66,598,69,"25"
1,"1",82,502,71,"25"
0,"1",82,722,79,"25"
0,"1",82,649,83,"25"
0,"1",82,906,94,"25"
0,"1",66,584,95,"25"
