"condition","correct","key_press","rt","trial_ids","subj_id"
1,"1",66,737,9,"49"
1,"1",82,733,15,"49"
0,"1",66,799,25,"49"
1,"0",71,882,30,"49"
0,"1",66,619,31,"49"
0,"1",66,748,35,"49"
1,"1",66,764,41,"49"
1,"1",71,688,52,"49"
1,"1",71,955,58,"49"
0,"1",82,1207,61,"49"
1,"1",82,943,65,"49"
0,"1",71,918,68,"49"
1,"1",71,569,69,"49"
1,"1",82,579,70,"49"
1,"1",71,544,73,"49"
0,"1",71,734,76,"49"
1,"1",71,722,82,"49"
1,"1",82,567,84,"49"
0,"1",82,895,88,"49"
1,"1",66,451,94,"49"
1,"1",66,695,9,"70"
1,"1",82,583,15,"70"
1,"1",82,686,25,"70"
1,"1",66,548,30,"70"
0,"1",66,687,31,"70"
0,"1",82,934,35,"70"
1,"1",71,1094,41,"70"
0,"1",66,1428,52,"70"
0,"1",82,1160,58,"70"
0,"1",66,626,61,"70"
0,"1",71,961,65,"70"
1,"1",71,843,68,"70"
0,"1",82,950,69,"70"
1,"1",66,522,70,"70"
1,"1",66,532,73,"70"
1,"1",82,646,76,"70"
0,"1",71,555,82,"70"
0,"1",82,885,84,"70"
1,"1",82,555,88,"70"
1,"1",82,664,94,"70"
0,"1",71,574,9,"88"
1,"1",71,541,15,"88"
0,"1",82,444,25,"88"
1,"1",66,352,30,"88"
1,"1",82,469,31,"88"
0,"1",71,365,35,"88"
1,"1",66,491,41,"88"
0,"0",71,680,52,"88"
0,"1",71,613,58,"88"
1,"1",66,443,61,"88"
1,"1",66,515,65,"88"
1,"1",82,533,68,"88"
1,"1",82,396,69,"88"
1,"1",82,344,70,"88"
0,"0",82,569,73,"88"
1,"1",71,524,76,"88"
0,"0",71,521,82,"88"
0,"1",66,797,84,"88"
1,"1",71,444,88,"88"
0,"1",82,474,94,"88"
1,"1",71,703,9,"89"
0,"1",71,862,15,"89"
0,"1",66,742,25,"89"
1,"1",82,617,30,"89"
1,"1",66,468,31,"89"
0,"1",71,755,35,"89"
1,"1",66,508,41,"89"
1,"1",71,820,52,"89"
1,"1",82,573,58,"89"
1,"1",66,549,61,"89"
1,"1",82,596,65,"89"
0,"1",82,551,68,"89"
1,"1",82,640,69,"89"
0,"1",66,771,70,"89"
1,"1",71,596,73,"89"
0,"1",71,847,76,"89"
1,"1",66,533,82,"89"
0,"1",71,732,84,"89"
0,"1",82,684,88,"89"
1,"1",66,551,94,"89"
0,"1",66,714,9,"96"
1,"1",82,598,15,"96"
1,"1",71,448,25,"96"
1,"1",82,607,30,"96"
0,"1",66,697,31,"96"
0,"1",66,665,35,"96"
1,"1",71,645,41,"96"
0,"1",82,709,52,"96"
1,"1",66,465,58,"96"
0,"1",71,653,61,"96"
1,"1",82,666,65,"96"
0,"1",66,764,68,"96"
0,"1",82,715,69,"96"
0,"1",82,412,70,"96"
1,"0",82,469,73,"96"
0,"1",82,504,76,"96"
0,"1",71,746,82,"96"
0,"1",71,424,84,"96"
1,"1",82,428,88,"96"
0,"1",82,518,94,"96"
