"condition","correct","key_press","rt","trial_ids","subj_id"
1,"0",82,723,3,"22"
0,"1",82,1069,4,"22"
0,"1",66,973,7,"22"
0,"1",82,878,10,"22"
0,"1",71,752,16,"22"
0,"1",66,475,20,"22"
0,"1",66,502,21,"22"
0,"1",82,562,25,"22"
0,"1",71,851,28,"22"
0,"1",66,804,34,"22"
1,"1",66,927,38,"22"
1,"1",66,605,41,"22"
0,"1",71,676,43,"22"
0,"1",66,506,51,"22"
0,"0",82,409,58,"22"
1,"1",71,1084,72,"22"
1,"1",82,369,74,"22"
1,"1",66,1074,77,"22"
1,"1",66,548,81,"22"
0,"1",71,893,90,"22"
0,"1",71,745,3,"89"
1,"1",71,760,4,"89"
0,"1",82,840,7,"89"
1,"1",66,450,10,"89"
1,"0",71,569,16,"89"
1,"1",66,669,20,"89"
1,"1",82,747,21,"89"
0,"1",66,680,25,"89"
0,"1",82,770,28,"89"
1,"1",71,418,34,"89"
0,"1",82,1106,38,"89"
0,"1",82,741,41,"89"
0,"1",66,836,43,"89"
0,"0",71,892,51,"89"
0,"1",71,720,58,"89"
0,"1",71,541,72,"89"
1,"1",71,497,74,"89"
1,"1",82,849,77,"89"
1,"1",71,533,81,"89"
1,"1",82,586,90,"89"
0,"1",82,690,3,"91"
1,"1",71,514,4,"91"
0,"1",71,780,7,"91"
1,"1",66,481,10,"91"
1,"0",71,1183,16,"91"
0,"1",66,890,20,"91"
0,"1",66,629,21,"91"
0,"1",66,845,25,"91"
1,"1",66,466,28,"91"
0,"1",82,671,34,"91"
1,"1",71,725,38,"91"
1,"1",82,896,41,"91"
1,"1",66,870,43,"91"
0,"1",82,562,51,"91"
1,"1",71,494,58,"91"
1,"1",82,778,72,"91"
0,"1",66,1013,74,"91"
1,"1",82,769,77,"91"
0,"0",71,1007,81,"91"
0,"1",66,1017,90,"91"
1,"1",71,914,3,"48"
0,"1",71,1002,4,"48"
1,"1",82,723,7,"48"
1,"1",71,779,10,"48"
1,"1",82,588,16,"48"
1,"1",66,656,20,"48"
1,"1",71,709,21,"48"
0,"1",71,963,25,"48"
1,"1",66,685,28,"48"
1,"1",66,1064,34,"48"
0,"1",66,806,38,"48"
0,"1",66,803,41,"48"
1,"1",71,718,43,"48"
0,"1",71,1248,51,"48"
0,"1",82,679,58,"48"
1,"1",66,595,72,"48"
1,"1",82,636,74,"48"
0,"1",66,751,77,"48"
1,"1",66,615,81,"48"
0,"1",71,972,90,"48"
0,"1",82,767,3,"89"
0,"1",71,907,4,"89"
1,"1",82,706,7,"89"
1,"1",82,874,10,"89"
1,"1",71,896,16,"89"
1,"1",82,887,20,"89"
1,"1",66,1001,21,"89"
1,"1",82,746,25,"89"
0,"1",66,673,28,"89"
0,"1",66,763,34,"89"
1,"1",82,665,38,"89"
0,"1",82,875,41,"89"
1,"1",71,820,43,"89"
1,"1",71,1165,51,"89"
0,"1",71,1220,58,"89"
1,"1",82,634,72,"89"
0,"1",71,1043,74,"89"
0,"1",66,939,77,"89"
1,"1",66,743,81,"89"
0,"1",66,927,90,"89"
