"condition","correct","key_press","rt","trial_ids","subj_id"
0,"1",66,1011,9,"96"
0,"1",71,704,12,"96"
0,"1",71,620,17,"96"
0,"1",82,810,19,"96"
0,"1",71,1142,20,"96"
1,"1",82,896,23,"96"
1,"1",82,649,26,"96"
0,"1",82,821,32,"96"
0,"1",82,772,41,"96"
1,"1",66,712,43,"96"
0,"1",71,972,46,"96"
0,"1",71,851,49,"96"
1,"1",82,604,57,"96"
1,"1",66,714,61,"96"
0,"1",66,656,65,"96"
0,"1",71,1294,66,"96"
1,"1",71,968,72,"96"
1,"1",71,882,78,"96"
1,"1",71,794,90,"96"
0,"1",66,853,92,"96"
1,"1",82,694,9,"49"
0,"1",82,804,12,"49"
1,"1",82,702,17,"49"
1,"1",82,659,19,"49"
1,"1",82,1060,20,"49"
1,"1",71,959,23,"49"
1,"1",71,676,26,"49"
0,"1",66,535,32,"49"
1,"1",66,610,41,"49"
1,"1",82,713,43,"49"
0,"1",71,815,46,"49"
1,"0",71,725,49,"49"
1,"1",66,588,57,"49"
1,"1",82,680,61,"49"
0,"1",66,750,65,"49"
0,"1",66,567,66,"49"
0,"1",71,929,72,"49"
1,"1",66,573,78,"49"
1,"1",82,1002,90,"49"
0,"1",66,862,92,"49"
1,"1",82,553,9,"15"
0,"1",82,692,12,"15"
1,"1",71,769,17,"15"
0,"1",71,782,19,"15"
0,"1",66,883,20,"15"
0,"1",82,729,23,"15"
1,"1",82,770,26,"15"
0,"1",71,949,32,"15"
0,"1",66,741,41,"15"
1,"1",71,548,43,"15"
1,"1",66,694,46,"15"
0,"1",66,1006,49,"15"
1,"1",66,436,57,"15"
0,"1",71,753,61,"15"
0,"1",71,838,65,"15"
1,"1",66,625,66,"15"
0,"1",71,709,72,"15"
1,"1",66,505,78,"15"
1,"1",66,850,90,"15"
0,"1",71,794,92,"15"
1,"1",71,627,9,"62"
1,"1",71,422,12,"62"
1,"1",71,502,17,"62"
0,"1",66,531,19,"62"
1,"1",82,518,20,"62"
0,"1",82,534,23,"62"
0,"1",82,440,26,"62"
1,"1",71,800,32,"62"
0,"1",71,611,41,"62"
1,"1",82,440,43,"62"
0,"1",71,486,46,"62"
1,"1",66,517,49,"62"
0,"1",66,567,57,"62"
1,"1",71,487,61,"62"
1,"1",66,564,65,"62"
1,"1",82,471,66,"62"
1,"1",66,535,72,"62"
1,"1",71,534,78,"62"
0,"1",66,611,90,"62"
1,"1",82,456,92,"62"
1,"1",71,774,9,"73"
1,"1",82,717,12,"73"
0,"1",71,828,17,"73"
1,"1",66,1423,19,"73"
1,"1",82,1129,20,"73"
1,"1",71,802,23,"73"
0,"1",66,933,26,"73"
0,"1",82,895,32,"73"
0,"0",66,952,41,"73"
0,"0",82,793,43,"73"
0,"1",66,931,46,"73"
0,"0",71,653,49,"73"
1,"1",71,1326,57,"73"
0,"0",71,720,61,"73"
0,"1",66,761,65,"73"
1,"1",66,613,66,"73"
1,"1",82,1360,72,"73"
1,"1",71,784,78,"73"
