"condition","correct","key_press","rt","trial_ids","subj_id"
0,"1",82,586,2,"61"
1,"1",82,740,10,"61"
0,"1",66,1251,12,"61"
0,"1",66,851,20,"61"
1,"1",66,481,24,"61"
1,"1",66,1091,27,"61"
0,"1",71,835,28,"61"
0,"1",71,1307,29,"61"
1,"1",66,1449,32,"61"
1,"1",71,586,39,"61"
0,"0",66,942,41,"61"
0,"1",66,891,44,"61"
1,"1",66,1013,51,"61"
0,"1",82,702,52,"61"
1,"1",66,464,63,"61"
1,"1",82,687,69,"61"
0,"1",71,779,79,"61"
0,"1",66,1205,84,"61"
0,"1",66,694,2,"68"
1,"1",71,572,10,"68"
0,"1",82,613,12,"68"
1,"1",66,535,20,"68"
1,"1",71,548,24,"68"
1,"1",66,524,27,"68"
0,"1",82,538,28,"68"
1,"1",71,511,29,"68"
1,"1",71,508,32,"68"
1,"1",66,620,39,"68"
0,"1",82,593,41,"68"
1,"1",82,600,44,"68"
0,"1",71,634,51,"68"
0,"1",66,611,52,"68"
1,"1",71,592,63,"68"
1,"1",82,593,69,"68"
1,"1",66,843,79,"68"
1,"1",82,529,84,"68"
1,"1",82,547,95,"68"
0,"1",82,716,96,"68"
0,"1",66,752,2,"93"
1,"1",82,500,10,"93"
0,"1",66,1062,12,"93"
1,"1",82,636,20,"93"
1,"1",71,654,24,"93"
0,"1",82,883,27,"93"
0,"1",82,726,28,"93"
1,"1",71,1052,29,"93"
1,"1",82,867,32,"93"
0,"1",66,877,39,"93"
0,"1",82,785,41,"93"
0,"1",66,698,44,"93"
0,"0",66,740,51,"93"
0,"1",82,886,52,"93"
0,"1",71,564,63,"93"
0,"1",66,690,69,"93"
1,"1",82,664,79,"93"
0,"1",71,788,84,"93"
1,"1",71,616,95,"93"
1,"1",66,709,96,"93"
0,"1",66,405,2,"47"
1,"1",71,1136,10,"47"
0,"1",82,649,12,"47"
0,"1",82,524,20,"47"
0,"0",66,966,24,"47"
0,"1",82,902,27,"47"
0,"1",71,1140,28,"47"
0,"1",66,1009,29,"47"
1,"1",82,622,32,"47"
1,"1",71,614,39,"47"
0,"1",71,643,41,"47"
1,"1",71,795,44,"47"
1,"1",82,644,51,"47"
1,"1",66,664,52,"47"
1,"1",71,448,63,"47"
1,"1",71,590,69,"47"
1,"1",82,551,79,"47"
1,"1",66,520,84,"47"
0,"1",66,463,95,"47"
1,"1",71,660,96,"47"
1,"1",82,637,2,"49"
0,"1",71,627,10,"49"
1,"1",71,567,12,"49"
0,"1",82,638,20,"49"
0,"1",66,647,24,"49"
0,"1",66,628,27,"49"
0,"1",66,585,28,"49"
1,"1",82,593,29,"49"
1,"1",71,545,32,"49"
0,"1",82,669,39,"49"
1,"1",71,568,41,"49"
0,"1",82,463,44,"49"
1,"1",66,476,51,"49"
1,"1",66,493,52,"49"
0,"1",66,836,63,"49"
0,"1",71,794,69,"49"
1,"1",66,572,79,"49"
1,"1",82,665,84,"49"
0,"1",71,363,95,"49"
0,"1",71,436,96,"49"
