"condition","correct","key_press","rt","trial_ids","subj_id"
1,"1",66,604,1,"88"
1,"1",71,638,8,"88"
0,"1",71,1000,10,"88"
0,"1",71,494,12,"88"
1,"1",71,583,14,"88"
1,"1",71,600,16,"88"
1,"1",82,620,25,"88"
1,"1",71,597,31,"88"
0,"1",82,803,33,"88"
1,"1",66,756,38,"88"
1,"1",66,678,40,"88"
1,"1",66,620,41,"88"
0,"1",71,677,42,"88"
1,"1",82,527,47,"88"
0,"1",71,622,53,"88"
1,"1",82,667,61,"88"
1,"1",66,532,66,"88"
1,"1",71,649,74,"88"
0,"1",71,814,81,"88"
0,"1",66,697,95,"88"
1,"1",71,1045,1,"76"
1,"1",66,799,8,"76"
1,"1",66,799,10,"76"
1,"1",82,584,12,"76"
1,"1",66,852,14,"76"
0,"1",66,988,16,"76"
1,"1",71,778,25,"76"
0,"1",71,937,31,"76"
0,"1",82,608,33,"76"
1,"1",82,482,38,"76"
1,"1",66,499,40,"76"
0,"1",66,739,41,"76"
1,"1",82,496,42,"76"
0,"1",66,1254,47,"76"
0,"1",71,1012,53,"76"
0,"1",82,868,61,"76"
0,"1",66,779,66,"76"
1,"1",71,473,74,"76"
0,"1",82,1355,81,"76"
1,"1",71,608,95,"76"
0,"1",66,669,1,"75"
0,"1",82,1142,8,"75"
0,"0",82,1271,10,"75"
0,"1",82,751,12,"75"
0,"0",82,943,14,"75"
0,"1",71,1480,16,"75"
0,"1",71,1083,25,"75"
0,"1",71,1175,31,"75"
0,"1",66,1110,33,"75"
0,"1",82,762,38,"75"
1,"1",71,722,40,"75"
1,"1",66,644,41,"75"
1,"1",82,1036,42,"75"
1,"1",66,761,47,"75"
1,"1",71,654,53,"75"
1,"1",71,697,61,"75"
1,"1",66,917,66,"75"
0,"1",71,685,74,"75"
0,"1",66,883,81,"75"
0,"1",82,724,1,"62"
1,"1",66,733,8,"62"
1,"1",71,581,10,"62"
1,"1",66,1178,12,"62"
0,"1",66,1270,14,"62"
1,"1",82,685,16,"62"
0,"1",66,1115,25,"62"
0,"1",66,855,31,"62"
0,"1",71,852,33,"62"
1,"1",66,560,38,"62"
1,"1",71,750,40,"62"
0,"1",66,916,41,"62"
0,"1",82,599,42,"62"
0,"1",82,809,47,"62"
0,"0",66,1440,53,"62"
0,"1",71,1202,61,"62"
0,"1",66,832,66,"62"
0,"1",71,1237,74,"62"
1,"1",71,993,81,"62"
0,"1",71,763,95,"62"
1,"1",82,615,1,"08"
0,"0",82,1040,8,"08"
1,"1",82,749,10,"08"
0,"1",82,980,12,"08"
1,"1",71,624,14,"08"
0,"1",66,734,16,"08"
1,"1",71,884,25,"08"
1,"1",82,947,31,"08"
0,"0",82,1343,33,"08"
1,"1",66,938,38,"08"
0,"1",71,1157,40,"08"
0,"1",82,1481,41,"08"
1,"1",66,934,42,"08"
1,"1",66,754,47,"08"
0,"1",82,628,53,"08"
1,"1",66,836,61,"08"
0,"1",66,557,66,"08"
1,"1",66,794,74,"08"
0,"1",66,1227,81,"08"
1,"1",82,906,95,"08"
